23 M 2:06:24
23 M 2:06:43
20 M 2:08:10
27 M 2:08:44
23 M 2:09:08
22 M 2:09:28
26 M 2:10:48
29 M 2:11:06
29 M 2:13:01
26 M 2:14:27
30 M 2:14:55
29 M 2:15:49
27 M 2:16:12
27 M 2:17:43
27 M 2:18:12
23 M 2:19:01
24 M 2:19:18
34 M 2:19:31
28 M 2:19:53
32 F 2:20:25
30 M 2:20:34
25 M 2:20:46
30 M 2:20:58
24 M 2:21:01
27 M 2:21:17
23 M 2:21:18
39 M 2:21:18
26 M 2:21:23
34 M 2:21:38
26 M 2:21:46
24 M 2:22:09
29 M 2:22:19
37 M 2:22:49
24 M 2:23:15
22 M 2:23:34
27 M 2:23:36
23 F 2:23:40
36 F 2:23:50
29 M 2:23:52
26 M 2:23:59
24 M 2:24:24
37 M 2:24:40
23 M 2:25:43
23 M 2:25:44
27 M 2:26:16
27 F 2:26:20
28 M 2:26:21
22 M 2:26:38
38 F 2:26:40
27 M 2:26:52
25 M 2:27:05
25 M 2:27:19
30 M 2:27:21
26 M 2:27:28
35 M 2:27:33
32 M 2:27:34
29 M 2:27:35
34 M 2:27:36
25 M 2:28:08
32 M 2:28:17
24 M 2:28:18
34 M 2:28:24
26 F 2:28:29
33 M 2:28:30
32 M 2:28:32
36 M 2:28:44
37 F 2:28:44
22 M 2:29:05
23 M 2:29:23
24 M 2:29:33
49 M 2:29:39
38 M 2:29:40
29 F 2:29:45
41 M 2:29:48
27 M 2:30:03
24 M 2:30:19
29 M 2:30:30
30 M 2:30:33
21 F 2:30:35
29 M 2:30:43
35 M 2:30:44
29 F 2:30:53
27 M 2:31:22
33 M 2:31:26
24 M 2:31:29
29 M 2:31:30
23 M 2:31:33
42 M 2:31:35
25 M 2:31:41
22 M 2:31:43
26 M 2:31:44
35 M 2:31:47
32 M 2:31:54
26 M 2:31:57
25 M 2:32:08
28 M 2:32:13
32 M 2:32:15
35 F 2:32:17
26 F 2:32:24
31 F 2:32:51
25 M 2:32:56
29 M 2:32:56
25 M 2:33:12
28 M 2:33:14
29 F 2:33:21
22 M 2:33:44
32 M 2:33:52
24 M 2:34:06
46 F 2:34:12
28 M 2:34:20
41 M 2:34:29
24 M 2:34:43
37 M 2:34:44
28 M 2:34:46
30 M 2:34:54
34 M 2:35:00
28 F 2:35:02
28 M 2:35:08
23 M 2:35:11
33 M 2:35:13
26 M 2:35:34
30 M 2:35:36
22 M 2:35:42
28 M 2:35:46
22 M 2:35:55
32 M 2:35:57
30 M 2:35:59
33 F 2:36:01
28 M 2:36:07
20 M 2:36:09
27 M 2:36:20
25 M 2:36:33
30 M 2:36:36
36 M 2:36:40
23 M 2:36:41
25 M 2:36:47
27 M 2:36:49
28 M 2:37:07
35 F 2:37:14
26 F 2:37:16
20 M 2:37:24
24 M 2:37:27
33 F 2:37:28
41 M 2:37:31
29 M 2:37:36
25 F 2:37:39
26 M 2:37:59
32 M 2:38:02
40 M 2:38:09
25 M 2:38:12
25 M 2:38:20
29 M 2:38:32
42 M 2:38:39
28 M 2:38:44
26 M 2:38:45
27 M 2:38:53
27 M 2:38:57
25 M 2:39:02
37 M 2:39:02
29 M 2:39:05
37 M 2:39:05
22 M 2:39:08
25 F 2:39:08
33 M 2:39:09
36 M 2:39:11
33 M 2:39:12
23 M 2:39:16
34 M 2:39:16
31 M 2:39:31
24 M 2:39:34
29 M 2:39:34
24 M 2:39:39
22 M 2:39:42
29 M 2:39:46
27 M 2:39:51
23 M 2:39:54
34 M 2:39:57
23 M 2:39:59
37 M 2:40:14
29 F 2:40:14
28 M 2:40:15
24 M 2:40:38
32 M 2:40:44
28 M 2:41:03
29 M 2:41:06
24 M 2:41:14
23 F 2:41:17
23 M 2:41:21
23 M 2:41:23
32 M 2:41:23
27 M 2:41:25
31 F 2:41:28
26 M 2:41:34
30 M 2:41:40
26 M 2:41:42
29 M 2:41:43
27 M 2:41:49
27 M 2:41:56
39 M 2:42:02
35 M 2:42:04
36 M 2:42:06
24 M 2:42:12
29 M 2:42:13
28 M 2:42:14
30 M 2:42:17
29 M 2:42:25
40 M 2:42:39
30 M 2:42:44
42 M 2:42:47
31 M 2:42:51
26 M 2:42:52
34 M 2:42:54
45 M 2:43:03
26 M 2:43:06
34 M 2:43:09
50 M 2:43:14
23 M 2:43:17
26 M 2:43:18
24 M 2:43:26
35 M 2:43:41
31 M 2:43:43
30 M 2:43:46
23 M 2:43:52
21 M 2:43:52
34 F 2:44:03
38 M 2:44:10
32 M 2:44:11
43 M 2:44:13
32 M 2:44:18
31 M 2:44:20
27 M 2:44:25
21 M 2:44:25
32 M 2:44:28
38 M 2:44:29
24 F 2:44:34
25 M 2:44:38
23 M 2:44:40
35 M 2:44:42
50 M 2:44:43
35 M 2:44:45
29 M 2:44:47
29 F 2:44:47
27 M 2:44:49
29 M 2:44:54
32 M 2:44:57
27 F 2:44:59
26 M 2:45:02
27 M 2:45:07
43 F 2:45:09
40 M 2:45:17
32 M 2:45:17
36 M 2:45:19
28 M 2:45:22
41 M 2:45:23
24 M 2:45:26
29 F 2:45:29
26 M 2:45:30
24 M 2:45:37
22 M 2:45:40
29 M 2:45:46
41 M 2:45:48
25 M 2:45:49
22 M 2:45:51
26 M 2:45:53
29 M 2:45:56
36 M 2:46:01
29 M 2:46:05
27 M 2:46:07
23 M 2:46:09
21 M 2:46:10
29 F 2:46:15
27 M 2:46:16
29 F 2:46:16
31 F 2:46:17
34 M 2:46:18
27 M 2:46:19
29 F 2:46:20
23 M 2:46:24
25 F 2:46:26
30 M 2:46:28
40 M 2:46:30
31 F 2:46:31
44 M 2:46:33
23 M 2:46:38
27 F 2:46:41
33 M 2:46:41
32 M 2:46:43
28 M 2:46:50
30 M 2:46:53
25 M 2:46:53
35 M 2:46:55
24 M 2:46:56
34 M 2:46:58
42 F 2:46:59
40 M 2:47:00
39 F 2:47:03
26 M 2:47:03
38 M 2:47:08
32 M 2:47:13
30 F 2:47:13
30 M 2:47:19
31 M 2:47:20
41 M 2:47:29
25 M 2:47:33
30 M 2:47:34
24 M 2:47:45
38 M 2:47:47
36 M 2:47:49
30 M 2:47:49
33 M 2:47:50
53 F 2:47:50
